No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
12356,2011,5,30,19,39.0,11,26.0,1001.0,SE,16.98,0,0
27848,2013,3,6,7,202.0,-5,3.0,1014.0,NW,23.25,0,0
4593,2010,7,11,8,168.0,20,22.0,1005.0,SE,44.72,0,0
14182,2011,8,14,21,206.0,25,25.0,1002.0,cv,0.89,0,0
11412,2011,4,21,11,44.0,8,11.0,1016.0,NE,15.64,0,3
14130,2011,8,12,17,148.0,23,31.0,1001.0,SE,17.44,0,0
39219,2014,6,23,2,25.0,16,18.0,1009.0,NW,8.94,0,0
16957,2011,12,8,12,11.0,-16,-1.0,1039.0,NW,23.68,0,0
10059,2011,2,24,2,413.0,-4,0.0,1017.0,NW,26.37,0,0
25061,2012,11,10,4,122.0,4,6.0,1024.0,cv,1.78,0,0
24254,2012,10,7,13,137.0,13,23.0,1022.0,cv,0.89,0,0
42960,2014,11,25,23,342.0,0,2.0,1016.0,SE,7.16,0,0
13829,2011,7,31,4,102.0,22,23.0,1003.0,NE,2.67,0,0
13397,2011,7,13,4,92.0,22,24.0,1006.0,SE,23.25,0,0
6888,2010,10,14,23,30.0,-2,15.0,1021.0,NW,104.15,0,0
24270,2012,10,8,5,262.0,10,10.0,1020.0,NW,1.79,0,0
20778,2012,5,15,17,22.0,-4,26.0,1002.0,NW,87.18,0,0
21944,2012,7,3,7,,20,25.0,997.0,NW,16.09,0,0
43222,2014,12,6,21,119.0,-14,0.0,1026.0,cv,0.89,0,0
40456,2014,8,13,15,17.0,18,20.0,1008.0,NW,3.13,0,0
27885,2013,3,7,20,294.0,0,8.0,1003.0,NE,3.58,0,0
42890,2014,11,23,1,106.0,0,2.0,1027.0,SE,24.15,0,0
24918,2012,11,4,5,8.0,2,3.0,1008.0,NW,128.31,0,20
23620,2012,9,11,3,133.0,19,21.0,1012.0,SE,1.79,0,0
567,2010,1,24,14,,-18,5.0,1017.0,NW,22.79,0,0
21031,2012,5,26,6,144.0,13,14.0,1007.0,cv,0.89,0,0
31871,2013,8,20,22,123.0,22,24.0,1008.0,NE,1.79,0,0
1183,2010,2,19,6,185.0,-15,-9.0,1018.0,NW,1.79,0,0
26318,2013,1,1,13,16.0,-23,-4.0,1023.0,NW,46.05,0,0
14331,2011,8,21,2,73.0,20,21.0,1012.0,NE,1.79,0,0
13239,2011,7,6,14,181.0,22,32.0,996.0,SE,4.92,0,0
25128,2012,11,12,23,6.0,-11,5.0,1017.0,NW,83.57,0,0
11821,2011,5,8,12,59.0,7,20.0,1010.0,SE,17.42,0,0
42270,2014,10,28,5,78.0,0,3.0,1029.0,SE,1.78,0,0
24661,2012,10,24,12,78.0,2,22.0,1011.0,cv,4.91,0,0
19576,2012,3,26,15,148.0,-4,18.0,1016.0,SE,3.13,0,0
1737,2010,3,14,8,86.0,-2,-1.0,1022.0,NW,9.39,2,0
40833,2014,8,29,8,68.0,18,21.0,1016.0,cv,0.89,0,0
30350,2013,6,18,13,48.0,13,33.0,996.0,SE,16.99,0,0
4724,2010,7,16,19,161.0,23,29.0,1003.0,SE,22.8,0,0
565,2010,1,24,12,,-16,4.0,1018.0,NW,4.02,0,0
19188,2012,3,10,11,18.0,-17,6.0,1025.0,NW,37.55,0,0
18965,2012,3,1,4,249.0,-6,-3.0,1022.0,NW,8.05,0,0
16436,2011,11,16,19,380.0,7,10.0,1027.0,cv,2.67,0,0
39467,2014,7,3,10,277.0,22,26.0,1002.0,SE,8.95,0,0
20420,2012,4,30,19,204.0,13,18.0,1009.0,NE,0.89,0,0
40551,2014,8,17,14,28.0,16,30.0,1009.0,SE,8.05,0,0
16064,2011,11,1,7,256.0,11,12.0,1022.0,cv,1.78,0,0
33896,2013,11,13,7,155.0,-2,2.0,1023.0,NE,0.89,0,0
34779,2013,12,20,2,40.0,-19,-6.0,1033.0,NE,6.26,0,0
18423,2012,2,7,14,14.0,-24,-3.0,1029.0,NW,46.48,0,0
42523,2014,11,7,18,46.0,-3,5.0,1030.0,cv,2.67,0,0
2876,2010,4,30,19,37.0,-5,22.0,1009.0,SE,12.07,0,0
40864,2014,8,30,15,130.0,21,25.0,1013.0,cv,0.89,0,1
26198,2012,12,27,13,,-14,-5.0,1027.0,cv,0.89,0,0
29378,2013,5,9,1,53.0,10,19.0,1012.0,SE,1.79,0,0
28880,2013,4,18,7,8.0,-14,8.0,1025.0,NE,11.17,0,0
10644,2011,3,20,11,,-3,10.0,1017.0,SE,12.97,0,0
42036,2014,10,18,11,110.0,8,20.0,1018.0,cv,1.78,0,0
23040,2012,8,17,23,185.0,22,25.0,1007.0,SE,51.41,0,0
5776,2010,8,29,15,79.0,18,32.0,1005.0,SE,9.39,0,0
24631,2012,10,23,6,54.0,2,3.0,1017.0,NW,2.68,0,0
17221,2011,12,19,12,38.0,-21,3.0,1031.0,NW,1.79,0,0
14596,2011,9,1,3,41.0,21,23.0,1008.0,SE,4.02,0,0
28827,2013,4,16,2,53.0,0,9.0,1002.0,cv,0.45,0,0
35400,2014,1,14,23,122.0,-14,-6.0,1034.0,cv,4.46,0,0
2174,2010,4,1,13,35.0,-17,12.0,1020.0,NW,147.94,0,0
30879,2013,7,10,14,44.0,21,25.0,1005.0,NW,11.18,0,6
36939,2014,3,20,2,5.0,-17,7.0,1028.0,NW,41.12,0,0
19522,2012,3,24,9,13.0,-11,10.0,1020.0,NW,68.84,0,0
4863,2010,7,22,14,153.0,25,33.0,1007.0,SE,4.92,0,0
18102,2012,1,25,5,37.0,-22,-14.0,1024.0,NW,3.58,0,0
15543,2011,10,10,14,89.0,4,21.0,1025.0,SE,3.58,0,0
20061,2012,4,15,20,75.0,4,17.0,1013.0,SE,30.41,0,0
40231,2014,8,4,6,90.0,24,26.0,1002.0,cv,0.89,0,0
22024,2012,7,6,15,159.0,23,25.0,1002.0,cv,2.68,0,0
34136,2013,11,23,7,201.0,-7,-2.0,1021.0,NE,0.89,0,0
26540,2013,1,10,19,389.0,-9,-7.0,1027.0,SE,10.73,0,0
26273,2012,12,30,16,16.0,-20,-1.0,1024.0,NW,106.4,0,0
22289,2012,7,17,16,83.0,20,31.0,1008.0,SE,45.6,0,0
20190,2012,4,21,5,167.0,10,11.0,1013.0,SE,7.15,0,0
25073,2012,11,10,16,48.0,3,5.0,1020.0,NW,22.8,0,9
10226,2011,3,3,1,8.0,-16,0.0,1028.0,NW,89.85,0,0
5202,2010,8,5,17,24.0,8,31.0,1010.0,NW,94.33,0,0
35974,2014,2,7,21,106.0,-6,-4.0,1025.0,SE,59.48,16,0
16222,2011,11,7,21,79.0,4,8.0,1028.0,NE,0.89,0,0
15773,2011,10,20,4,258.0,11,12.0,1020.0,NE,0.89,0,0
9566,2011,2,3,13,28.0,-19,5.0,1020.0,cv,0.89,0,0
7117,2010,10,24,12,12.0,5,7.0,1026.0,NE,35.32,0,12
27000,2013,1,29,23,322.0,-5,-3.0,1027.0,SE,23.71,0,0
12870,2011,6,21,5,171.0,19,24.0,1004.0,SE,46.05,0,0
31854,2013,8,20,5,92.0,19,23.0,1010.0,SE,4.92,0,0
42064,2014,10,19,15,183.0,12,20.0,1013.0,SE,16.99,0,0
13571,2011,7,20,10,11.0,22,23.0,1003.0,NW,11.18,0,0
26666,2013,1,16,1,189.0,-10,-8.0,1028.0,NE,3.13,0,0
9713,2011,2,9,16,68.0,-8,2.0,1025.0,SE,17.88,0,0
41298,2014,9,17,17,38.0,12,22.0,1019.0,SE,8.05,0,0
5331,2010,8,11,2,132.0,23,25.0,1006.0,SE,3.58,0,0
18365,2012,2,5,4,119.0,-13,-4.0,1020.0,cv,0.45,0,0
28288,2013,3,24,15,12.0,-19,9.0,1019.0,cv,2.68,0,0
4333,2010,6,30,12,156.0,20,27.0,1003.0,cv,1.78,0,0
12613,2011,6,10,12,132.0,16,32.0,999.0,cv,1.79,0,0
42205,2014,10,25,12,331.0,12,17.0,1011.0,cv,1.78,0,0
948,2010,2,9,11,91.0,-17,3.0,1025.0,NE,3.13,0,0
42044,2014,10,18,19,272.0,12,15.0,1015.0,NE,1.78,0,0
25295,2012,11,19,22,,-4,-1.0,1024.0,NE,1.79,0,0
7545,2010,11,11,8,153.0,-2,9.0,1010.0,NW,15.64,0,0
29720,2013,5,23,7,50.0,7,20.0,1012.0,NW,3.58,0,0
28334,2013,3,26,13,231.0,-1,12.0,1012.0,SE,15.65,0,0
26355,2013,1,3,2,20.0,-28,-11.0,1046.0,NW,367.02,0,0
1644,2010,3,10,11,53.0,-16,5.0,1023.0,NW,6.26,0,0
27647,2013,2,25,22,148.0,-4,-1.0,1025.0,NW,18.78,0,0
29838,2013,5,28,5,95.0,16,18.0,1004.0,cv,0.89,0,0
42256,2014,10,27,15,25.0,-7,15.0,1030.0,SE,14.3,0,0
43624,2014,12,23,15,95.0,-18,11.0,1018.0,NW,29.96,0,0
7295,2010,10,31,22,77.0,2,6.0,1024.0,NW,4.92,0,0
1225,2010,2,21,0,261.0,-7,-2.0,1011.0,cv,2.23,0,0
19974,2012,4,12,5,46.0,-12,14.0,1009.0,NW,21.45,0,0
21640,2012,6,20,15,113.0,18,30.0,1001.0,SE,7.15,0,0
17884,2012,1,16,3,,-12,-9.0,1021.0,NE,0.89,0,0
39529,2014,7,6,0,182.0,23,26.0,1006.0,SE,20.56,0,0
43177,2014,12,5,0,6.0,-22,-3.0,1029.0,NW,33.52,0,0
1990,2010,3,24,21,63.0,1,3.0,1027.0,NE,3.13,0,2
30739,2013,7,4,18,45.0,19,25.0,995.0,NW,17.88,0,2
2818,2010,4,28,9,15.0,-11,10.0,1014.0,NW,281.64,0,0
21815,2012,6,27,22,41.0,18,24.0,1012.0,SE,21.91,0,0
9156,2011,1,17,11,26.0,-20,-4.0,1037.0,NW,48.71,0,0
11999,2011,5,15,22,40.0,3,16.0,1015.0,SE,28.17,0,0
27295,2013,2,11,6,41.0,-17,-8.0,1034.0,NW,3.58,0,0
29327,2013,5,6,22,143.0,14,20.0,1014.0,cv,0.89,0,0
29421,2013,5,10,20,38.0,-3,27.0,999.0,SE,5.81,0,0
32018,2013,8,27,1,57.0,18,23.0,1008.0,SE,54.55,0,0
3007,2010,5,6,6,12.0,1,13.0,1009.0,NW,11.17,0,0
9626,2011,2,6,1,186.0,-10,-5.0,1018.0,NE,1.79,0,0
24375,2012,10,12,14,143.0,6,11.0,1014.0,cv,13.35,0,0
39158,2014,6,20,13,12.0,17,26.0,1007.0,SE,3.13,0,0
34394,2013,12,4,1,180.0,-9,-1.0,1021.0,NW,1.79,0,0
25650,2012,12,4,17,128.0,-12,-1.0,1019.0,NW,1.79,0,0
40169,2014,8,1,16,94.0,22,32.0,1005.0,SE,8.05,0,0
36295,2014,2,21,6,313.0,-8,-6.0,1029.0,NW,0.89,0,0
39949,2014,7,23,12,13.0,15,30.0,1004.0,NW,12.07,0,0
40378,2014,8,10,9,25.0,19,25.0,1004.0,SE,1.79,0,0
13012,2011,6,27,3,47.0,16,21.0,998.0,SE,1.79,0,0
32363,2013,9,10,10,35.0,13,26.0,1013.0,NW,8.05,0,0
29949,2013,6,1,20,55.0,8,25.0,1007.0,SE,12.96,0,0
9381,2011,1,26,20,132.0,-18,-7.0,1039.0,cv,0.89,0,0
10461,2011,3,12,20,367.0,-2,10.0,1008.0,NE,0.89,0,0
24721,2012,10,27,0,304.0,12,14.0,1016.0,NW,15.65,0,0
25363,2012,11,22,18,16.0,-11,4.0,1027.0,NW,42.92,0,0
972,2010,2,10,11,16.0,-24,-2.0,1032.0,NE,77.33,0,0
6165,2010,9,14,20,212.0,18,24.0,1012.0,SE,16.99,0,0
23048,2012,8,18,7,153.0,22,23.0,1007.0,SE,71.53,0,0
43395,2014,12,14,2,212.0,-13,-7.0,1027.0,NE,0.89,0,0
30968,2013,7,14,7,162.0,21,24.0,1009.0,SE,55.9,0,0
17274,2011,12,21,17,13.0,-22,1.0,1031.0,NW,91.63,0,0
25586,2012,12,2,1,129.0,-7,-6.0,1024.0,cv,1.78,0,0
34387,2013,12,3,18,46.0,-16,12.0,1021.0,NW,25.03,0,0
27951,2013,3,10,14,35.0,-20,12.0,1025.0,SE,28.61,0,0
20622,2012,5,9,5,105.0,8,12.0,1014.0,cv,2.67,0,0
24166,2012,10,3,21,17.0,3,18.0,1014.0,NW,5.81,0,0
5580,2010,8,21,11,46.0,20,22.0,1012.0,NW,16.99,0,6
14640,2011,9,2,23,50.0,19,22.0,1010.0,SE,22.35,0,0
13670,2011,7,24,13,337.0,28,32.0,1002.0,SE,4.92,0,0
18181,2012,1,28,12,82.0,-9,-3.0,1030.0,SE,1.79,0,0
29727,2013,5,23,14,81.0,10,27.0,1009.0,SE,4.92,0,0
5294,2010,8,9,13,224.0,22,31.0,1004.0,SE,3.58,0,0
41053,2014,9,7,12,176.0,20,27.0,1008.0,SE,5.37,0,0
27332,2013,2,12,19,163.0,-12,1.0,1024.0,SE,29.05,0,0
11912,2011,5,12,7,63.0,-9,16.0,1009.0,NW,150.19,0,0
18815,2012,2,23,22,70.0,-14,-3.0,1025.0,SE,21.9,0,0
23805,2012,9,18,20,33.0,6,24.0,1008.0,SE,6.71,0,0
33527,2013,10,28,22,385.0,6,10.0,1024.0,NW,3.58,0,0
31329,2013,7,29,8,74.0,22,28.0,1000.0,cv,0.89,0,0
31002,2013,7,15,17,50.0,23,25.0,996.0,NW,4.02,0,21
31687,2013,8,13,6,73.0,22,25.0,1006.0,SE,14.75,0,0
3635,2010,6,1,10,106.0,14,21.0,1017.0,cv,4.45,0,0
10192,2011,3,1,15,19.0,-17,7.0,1022.0,NW,64.83,0,0
41991,2014,10,16,14,29.0,-6,21.0,1019.0,SE,24.14,0,0
21520,2012,6,15,15,6.0,10,30.0,1005.0,NE,4.92,0,0
9625,2011,2,6,0,220.0,-9,-2.0,1017.0,NW,8.04,0,0
25141,2012,11,13,12,14.0,-17,5.0,1018.0,NW,190.85,0,0
13640,2011,7,23,7,335.0,25,26.0,1003.0,cv,2.67,0,0
6705,2010,10,7,8,384.0,14,15.0,1016.0,cv,0.89,0,0
39509,2014,7,5,4,158.0,21,23.0,1007.0,cv,3.56,0,0
11411,2011,4,21,10,69.0,9,12.0,1015.0,NE,9.83,0,2
39895,2014,7,21,6,53.0,19,30.0,1001.0,NW,8.94,0,0
41161,2014,9,12,0,121.0,19,20.0,1014.0,NW,6.71,0,0
35104,2014,1,2,15,128.0,-10,7.0,1016.0,cv,5.35,0,0
34465,2013,12,7,0,330.0,-6,-2.0,1020.0,SE,1.78,0,0
31755,2013,8,16,2,60.0,22,27.0,998.0,SE,40.7,0,0
15039,2011,9,19,14,11.0,1,23.0,1022.0,NW,44.26,0,0
38155,2014,5,9,18,43.0,4,20.0,1013.0,SE,46.5,0,0
18634,2012,2,16,9,17.0,-19,-1.0,1032.0,NW,54.1,0,0
24614,2012,10,22,13,9.0,-2,18.0,1018.0,NW,46.05,0,0
25329,2012,11,21,8,305.0,-3,-2.0,1020.0,cv,0.89,0,0
18861,2012,2,25,20,41.0,-19,1.0,1030.0,SE,6.26,0,0
22913,2012,8,12,16,,22,28.0,1004.0,SE,18.33,0,0
9508,2011,2,1,3,34.0,-18,-6.0,1024.0,NW,94.76,0,0
16506,2011,11,19,17,7.0,-11,6.0,1025.0,NW,125.19,0,0
21749,2012,6,25,4,73.0,20,20.0,1005.0,NE,4.92,0,8
42235,2014,10,26,18,9.0,-12,14.0,1027.0,NE,68.39,0,0
11380,2011,4,20,3,97.0,2,11.0,1011.0,cv,0.89,0,0
18153,2012,1,27,8,8.0,-21,-5.0,1028.0,NE,4.02,0,0
10105,2011,2,26,0,42.0,-13,1.0,1031.0,SE,41.13,0,0
14677,2011,9,4,12,79.0,17,28.0,1014.0,cv,3.13,0,0
9057,2011,1,13,8,168.0,-18,-9.0,1023.0,cv,0.89,0,0
13079,2011,6,29,22,226.0,22,25.0,1004.0,cv,0.89,0,0
20272,2012,4,24,15,37.0,14,15.0,1006.0,NW,33.52,0,10
23274,2012,8,27,17,59.0,21,28.0,1008.0,SE,16.55,0,0
1966,2010,3,23,21,57.0,-8,10.0,1020.0,SE,71.51,0,0
24605,2012,10,22,4,33.0,3,11.0,1016.0,NW,4.92,0,0
42160,2014,10,23,15,143.0,8,16.0,1012.0,SE,1.79,0,0
31766,2013,8,16,13,102.0,26,30.0,996.0,NE,1.79,0,0
4276,2010,6,28,3,140.0,19,22.0,1002.0,cv,0.89,0,0
25853,2012,12,13,4,243.0,-4,-3.0,1027.0,NW,1.79,0,0
22494,2012,7,26,5,69.0,24,25.0,1004.0,SE,7.15,0,0
1297,2010,2,24,0,283.0,-6,-1.0,1003.0,NW,1.79,0,0
24914,2012,11,4,1,11.0,2,2.0,1011.0,NW,88.97,0,15
30538,2013,6,26,9,189.0,21,23.0,998.0,SE,1.79,0,0
30849,2013,7,9,8,145.0,23,25.0,1003.0,NE,3.13,0,0
33484,2013,10,27,3,199.0,1,4.0,1018.0,cv,0.45,0,0
38404,2014,5,20,3,214.0,16,19.0,1003.0,cv,4.9,0,0
33370,2013,10,22,9,182.0,4,10.0,1025.0,cv,0.89,0,0
26839,2013,1,23,6,417.0,-6,-5.0,1020.0,cv,2.67,0,0
21831,2012,6,28,14,128.0,20,22.0,1009.0,cv,0.89,0,1
17012,2011,12,10,19,77.0,-13,2.0,1027.0,SE,9.84,0,0
1280,2010,2,23,7,130.0,-8,-6.0,1010.0,NW,3.58,0,0
11192,2011,4,12,7,91.0,-5,8.0,1016.0,NW,1.79,0,0
33847,2013,11,11,6,15.0,-11,-2.0,1030.0,NW,8.5,0,0
14793,2011,9,9,8,11.0,11,18.0,1021.0,NW,21.01,0,0
43761,2014,12,29,8,124.0,-12,-6.0,1014.0,cv,0.89,0,0
37541,2014,4,14,4,280.0,7,11.0,1017.0,NE,0.89,0,0
24529,2012,10,19,0,142.0,4,7.0,1018.0,NE,0.89,0,0
14759,2011,9,7,22,79.0,18,20.0,1009.0,cv,0.89,0,2
18619,2012,2,15,18,114.0,-11,0.0,1025.0,cv,2.68,0,0
1477,2010,3,3,12,165.0,-5,3.0,1025.0,SE,9.39,0,0
33823,2013,11,10,6,6.0,-28,1.0,1032.0,NW,124.26,0,0
17068,2011,12,13,3,100.0,-4,-1.0,1028.0,cv,0.89,0,0
4685,2010,7,15,4,162.0,22,24.0,1007.0,SE,3.58,0,0
5099,2010,8,1,10,66.0,20,28.0,1010.0,NW,3.58,0,0
15714,2011,10,17,17,22.0,0,16.0,1022.0,SE,13.41,0,0
17561,2012,1,2,16,14.0,-19,1.0,1027.0,NW,40.24,0,0
3790,2010,6,7,21,142.0,14,25.0,1013.0,SE,44.7,0,0
22940,2012,8,13,19,32.0,16,26.0,1008.0,SE,15.65,0,0
42198,2014,10,25,5,332.0,8,8.0,1011.0,NW,3.58,0,0
40196,2014,8,2,19,100.0,23,32.0,1001.0,SE,13.86,0,0
1434,2010,3,1,17,75.0,-5,-1.0,1020.0,SE,58.13,0,0
42792,2014,11,18,23,203.0,-5,0.0,1027.0,SE,1.79,0,0
21218,2012,6,3,1,168.0,15,21.0,1007.0,SE,62.16,0,0
1189,2010,2,19,12,96.0,-16,7.0,1017.0,cv,1.78,0,0
42273,2014,10,28,8,99.0,3,6.0,1029.0,NE,2.67,0,0
12612,2011,6,10,11,130.0,18,30.0,1000.0,SE,3.58,0,0
6214,2010,9,16,21,153.0,18,20.0,1011.0,SE,115.79,0,1
41005,2014,9,5,12,109.0,19,27.0,1011.0,SE,9.39,0,0
3672,2010,6,2,23,159.0,15,20.0,1018.0,SE,1.79,0,0
15403,2011,10,4,18,,9,16.0,1016.0,cv,0.89,0,0
2458,2010,4,13,9,12.0,-20,7.0,1028.0,NW,209.21,0,0
18327,2012,2,3,14,50.0,-23,4.0,1021.0,NW,13.85,0,0
37656,2014,4,18,23,86.0,2,14.0,1023.0,SE,44.7,0,0
40003,2014,7,25,18,45.0,15,32.0,1004.0,SE,22.35,0,0
1445,2010,3,2,4,115.0,-6,-5.0,1018.0,cv,1.78,0,0
30553,2013,6,27,0,277.0,21,24.0,998.0,SE,0.89,0,0
341,2010,1,15,4,21.0,-19,-9.0,1036.0,NW,19.67,0,0
6373,2010,9,23,12,,6,24.0,1019.0,cv,0.89,0,0
11258,2011,4,15,1,,-3,18.0,1002.0,NW,11.18,0,0
13256,2011,7,7,7,31.0,19,21.0,997.0,NE,3.13,0,0
2891,2010,5,1,10,86.0,0,22.0,1009.0,NW,3.58,0,0
30952,2013,7,13,15,80.0,22,31.0,1006.0,SE,10.29,0,0
24489,2012,10,17,8,17.0,-3,9.0,1022.0,NW,1.79,0,0
21374,2012,6,9,13,178.0,18,31.0,996.0,SE,4.92,0,0
692,2010,1,29,19,26.0,-20,5.0,1020.0,NW,89.85,0,0
6851,2010,10,13,10,55.0,9,16.0,1019.0,NW,1.79,0,0
20677,2012,5,11,12,123.0,14,20.0,1012.0,cv,1.34,0,4
39398,2014,6,30,13,104.0,17,34.0,1005.0,SE,3.13,0,0
25044,2012,11,9,11,103.0,3,12.0,1025.0,cv,4.01,0,0
25444,2012,11,26,3,19.0,-15,2.0,1022.0,NW,29.95,0,0
28181,2013,3,20,4,45.0,-2,-2.0,1025.0,SE,1.79,9,0
12723,2011,6,15,2,106.0,19,21.0,1002.0,cv,0.89,0,0
27481,2013,2,19,0,9.0,-20,-4.0,1030.0,NW,34.86,0,0
4562,2010,7,10,1,40.0,19,20.0,1006.0,SE,1.79,0,11
17323,2011,12,23,18,8.0,-18,2.0,1026.0,NW,46.94,0,0
39116,2014,6,18,19,77.0,19,28.0,1001.0,SE,21.01,0,0
19545,2012,3,25,8,22.0,-11,7.0,1026.0,NE,1.79,0,0
11588,2011,4,28,19,,6,19.0,1002.0,SE,19.23,0,0
27388,2013,2,15,3,15.0,-18,-4.0,1030.0,NW,23.23,0,0
18693,2012,2,18,20,52.0,-20,-1.0,1027.0,NW,3.13,0,0
43515,2014,12,19,2,248.0,-8,-6.0,1022.0,NW,5.81,0,0
38920,2014,6,10,15,79.0,18,23.0,1008.0,cv,1.79,0,0
39669,2014,7,11,20,28.0,16,28.0,1000.0,cv,0.89,0,0
20619,2012,5,9,2,136.0,8,17.0,1013.0,SE,27.72,0,0
16962,2011,12,8,17,14.0,-18,-3.0,1039.0,NW,69.72,0,0
9941,2011,2,19,4,259.0,-9,-3.0,1025.0,NW,6.71,0,0
39800,2014,7,17,7,135.0,20,24.0,1006.0,cv,2.23,0,0
35050,2013,12,31,9,50.0,-19,6.0,1013.0,NW,27.26,0,0
9038,2011,1,12,13,56.0,-19,0.0,1023.0,cv,1.78,0,0
23532,2012,9,7,11,99.0,18,24.0,1015.0,NE,8.5,0,0
24943,2012,11,5,6,19.0,-4,5.0,1018.0,NW,325.9,0,0
25413,2012,11,24,20,221.0,-5,0.0,1020.0,cv,0.89,0,0
27511,2013,2,20,6,104.0,-12,-9.0,1027.0,NE,1.79,0,0
30216,2013,6,12,23,104.0,15,21.0,1008.0,SE,39.78,0,0
21333,2012,6,7,20,80.0,17,27.0,998.0,cv,0.89,0,0
26097,2012,12,23,8,,-26,-12.0,1040.0,NW,167.63,0,0
28298,2013,3,25,1,91.0,-7,2.0,1022.0,SE,7.15,0,0
37876,2014,4,28,3,38.0,8,12.0,1022.0,cv,0.89,0,0
13418,2011,7,14,1,77.0,22,25.0,1005.0,SE,34.43,0,0
22580,2012,7,29,19,,23,31.0,999.0,cv,0.89,0,0
30362,2013,6,19,1,76.0,18,23.0,1001.0,cv,0.89,0,0
37598,2014,4,16,13,85.0,-8,21.0,1014.0,cv,1.78,0,0
29505,2013,5,14,8,17.0,-1,24.0,1008.0,NW,47.38,0,0
33212,2013,10,15,19,29.0,-6,12.0,1027.0,SE,10.28,0,0
24358,2012,10,11,21,168.0,7,13.0,1013.0,SE,0.89,0,0
1039,2010,2,13,6,27.0,-19,-11.0,1030.0,NW,19.23,0,0
31555,2013,8,7,18,23.0,19,25.0,1002.0,NW,35.31,0,4
2328,2010,4,7,23,104.0,-2,14.0,1015.0,SE,88.96,0,0
12050,2011,5,18,1,251.0,16,19.0,997.0,SE,1.79,0,0
10309,2011,3,6,12,16.0,-16,10.0,1026.0,NW,8.94,0,0
41668,2014,10,3,3,135.0,12,13.0,1017.0,cv,0.89,0,0
41441,2014,9,23,16,,17,18.0,1016.0,cv,2.23,0,18
13028,2011,6,27,19,53.0,15,28.0,999.0,SE,22.35,0,0
29504,2013,5,14,7,28.0,-3,23.0,1007.0,NW,40.23,0,0
43819,2014,12,31,18,10.0,-22,-2.0,1033.0,NW,226.16,0,0
22357,2012,7,20,12,226.0,24,31.0,1005.0,SE,4.92,0,0
9895,2011,2,17,6,254.0,-6,-4.0,1024.0,NW,15.64,0,0
31257,2013,7,26,8,55.0,18,27.0,1003.0,cv,0.89,0,0
27853,2013,3,6,12,204.0,-6,10.0,1013.0,NW,42.46,0,0
16538,2011,11,21,1,191.0,-5,-3.0,1031.0,cv,1.79,0,0
30811,2013,7,7,18,129.0,24,31.0,998.0,SE,29.49,0,0
2518,2010,4,15,21,220.0,1,6.0,1019.0,NE,2.68,0,0
34578,2013,12,11,17,31.0,-21,6.0,1016.0,NW,38.0,0,0
12423,2011,6,2,14,128.0,9,35.0,1002.0,SE,5.81,0,0
32849,2013,9,30,16,84.0,13,22.0,1017.0,SE,26.82,0,0
1965,2010,3,23,20,55.0,-7,9.0,1020.0,SE,67.49,0,0
39367,2014,6,29,6,26.0,17,24.0,1007.0,NW,1.79,0,0
26468,2013,1,7,19,164.0,-14,-7.0,1025.0,NE,0.89,0,0
7194,2010,10,27,17,90.0,-3,9.0,1027.0,SE,12.96,0,0
42166,2014,10,23,21,196.0,9,9.0,1013.0,SE,0.89,0,0
7294,2010,10,31,21,89.0,2,8.0,1024.0,NW,1.79,0,0
4473,2010,7,6,8,21.0,10,32.0,1002.0,NW,10.28,0,0
29676,2013,5,21,11,101.0,7,26.0,998.0,SE,1.79,0,0
21769,2012,6,26,0,64.0,21,24.0,1008.0,SE,46.94,0,0
8811,2011,1,3,2,85.0,-15,-7.0,1033.0,NE,2.67,0,0
27701,2013,2,28,4,466.0,1,3.0,1010.0,SE,12.52,0,0
8088,2010,12,3,23,167.0,-10,-5.0,1016.0,NW,1.79,0,0
34104,2013,11,21,23,226.0,-6,0.0,1027.0,NE,0.89,0,0
8900,2011,1,6,19,22.0,-18,-3.0,1037.0,NW,412.58,0,0
15462,2011,10,7,5,,5,7.0,1020.0,cv,0.89,0,0
35904,2014,2,4,23,126.0,-24,-6.0,1030.0,NE,0.89,0,0
34480,2013,12,7,15,392.0,-3,6.0,1018.0,SE,8.5,0,0
20934,2012,5,22,5,90.0,16,20.0,1011.0,SE,4.47,0,0
43676,2014,12,25,19,49.0,-11,-1.0,1032.0,cv,2.67,0,0
5381,2010,8,13,4,75.0,24,26.0,1000.0,SE,13.42,0,0
12604,2011,6,10,3,108.0,18,22.0,1000.0,cv,0.89,0,0
37484,2014,4,11,19,60.0,-5,15.0,1016.0,SE,11.63,0,0
8527,2010,12,22,6,263.0,-9,-3.0,1015.0,NW,21.91,0,0
5237,2010,8,7,4,76.0,17,22.0,1013.0,cv,3.56,0,0
12684,2011,6,13,11,96.0,17,29.0,1007.0,SE,3.13,0,0
29187,2013,5,1,2,41.0,-1,10.0,1018.0,NW,1.79,0,0
3624,2010,5,31,23,179.0,14,19.0,1017.0,SE,12.97,0,0
31573,2013,8,8,12,35.0,19,32.0,1000.0,NW,3.13,0,0
40898,2014,9,1,1,96.0,20,20.0,1014.0,SE,0.89,0,0
37819,2014,4,25,18,112.0,6,23.0,1015.0,NW,10.73,0,0
11799,2011,5,7,14,20.0,3,26.0,1006.0,cv,3.58,0,0
12814,2011,6,18,21,285.0,20,26.0,1006.0,SE,29.95,0,0
